2018-09-04 02:56:10 - ÍøÖ·²É¼¯¿ªÊ¼
2018-09-04 02:56:10: [*] ³ÌĞòÔËĞĞ : µ±Ç°ÓÃ»§ : Langzi
2018-09-04 02:56:10: [*] ³ÌĞòÔËĞĞ : ÓÑÁ´²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:10: [*] ³ÌĞòÔËĞĞ : ÎŞÏŞ²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:21: [*] ³ÌĞòÔËĞĞ : ÅúÁ¿µ¼ÈëÍøÖ·ÊäÈë 0 (½«²É¼¯ºÃµÄÍøÖ·ÎÄ±¾ÍÏ×§½øÀ´)   ×Ô¶¯²É¼¯¹Ø¼ü´ÊÊäÈë 1 (°Ù¶È½Ó¿Ú¹Ø¼ü´Ê²É¼¯)
2018-09-04 02:56:21: [*] ³ÌĞòÔËĞĞ : ÇëÑ¡ÔñÆô¶¯·½Ê½(Ñ¡Ïî:0/1):0
2018-09-04 02:56:31: [*] ³ÌĞòÔËĞĞ : ÊäÈëÍøÖ·ÎÄ±¾Ãû(¿ÉÍÏ×§½øÀ´) :F:\CODE\URL²É¼¯\0.96\langzi_url_0.96\²âÊÔµ¥´Ê\Í¬²½\2018-09-04-02-34-21.txt
2018-09-04 02:56:33: [*] ³ÌĞòÔËĞĞ : ¶ÔÓÑÁ´ÅÀĞĞ²É¼¯ 1 ´Î : ¿ªÆô
2018-09-04 02:56:33: [*] ³ÌĞòÔËĞĞ : ÍøÖ·¼ÓÔØ³É¹¦£¬Ò»¹² 342 ¸öÍøÖ·
2018-09-04 02:56:33: [+] ÓÑÁ´ÅÀĞĞ : http://txsw.zjweu.edu.cn
2018-09-04 02:56:33: [+] ÓÑÁ´ÅÀĞĞ : http://ies.zuel.edu.cn
2018-09-04 02:56:34: [+] ÓÑÁ´ÅÀĞĞ : http://xq.dlou.edu.cn
2018-09-04 02:56:34: [+] ÓÑÁ´ÅÀĞĞ : http://gs.dlou.edu.cn
2018-09-04 02:56:34: [+] ÍøÖ·Ğ´Èë : http://txsw.zjweu.edu.cn
2018-09-04 02:56:34: [+] ÍøÖ·Ğ´Èë : http://ies.zuel.edu.cn
2018-09-04 02:56:34: [+] ÓÑÁ´ÅÀĞĞ : http://kjx.zjweu.edu.cn
2018-09-04 02:56:34: [+] ÍøÖ·Ğ´Èë : http://xq.dlou.edu.cn
2018-09-04 02:56:34: [+] ÍøÖ·Ğ´Èë : http://gs.dlou.edu.cn
2018-09-04 02:56:34: [+] ÍøÖ·Ğ´Èë : http://kjx.zjweu.edu.cn
2018-09-04 02:56:34: [+] ÓÑÁ´ÅÀĞĞ : http://mjzt.zjweu.edu.cn
2018-09-04 02:56:34: [+] ÓÑÁ´ÅÀĞĞ : http://zjc.gsau.edu.cn
2018-09-04 02:56:35: [+] ÍøÖ·Ğ´Èë : http://mjzt.zjweu.edu.cn
2018-09-04 02:56:35: [+] ÓÑÁ´ÅÀĞĞ : http://hydro.zjweu.edu.cn
2018-09-04 02:56:35: [+] ÍøÖ·Ğ´Èë : http://zjc.gsau.edu.cn
2018-09-04 02:56:35: [+] ÓÑÁ´ÅÀĞĞ : http://www.gsau.edu.cn
2018-09-04 02:56:35: [+] ÍøÖ·Ğ´Èë : http://www.gsau.edu.cn
2018-09-04 02:56:35: [+] ÓÑÁ´ÅÀĞĞ : http://coj.cqut.edu.cn
2018-09-04 02:56:36: [+] ÍøÖ·Ğ´Èë : http://coj.cqut.edu.cn
2018-09-04 02:56:36: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:36: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:36: [+] ÓÑÁ´ÅÀĞĞ : http://jpkc.gdut.edu.cn
2018-09-04 02:56:36: [+] ÓÑÁ´ÅÀĞĞ : http://xyddh.xupt.edu.cn
2018-09-04 02:56:37: [+] ÓÑÁ´ÅÀĞĞ : https://freshman.ysu.edu.cn
2018-09-04 02:56:37: [+] ÓÑÁ´ÅÀĞĞ : http://radio.upc.edu.cn
2018-09-04 02:56:37: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:37: [+] ÍøÖ·Ğ´Èë : http://xyddh.xupt.edu.cn
2018-09-04 02:56:37: [+] ÓÑÁ´ÅÀĞĞ : http://www.xiyou.edu.cn
2018-09-04 02:56:37: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:37: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:37: [+] ÓÑÁ´ÅÀĞĞ : http://sme.sipac.gov.cn
2018-09-04 02:56:37: [+] ÓÑÁ´ÅÀĞĞ : http://cty.zuvio.com
2018-09-04 02:56:37: [+] ÍøÖ·Ğ´Èë : http://radio.upc.edu.cn
2018-09-04 02:56:37: [+] ÍøÖ·Ğ´Èë : http://www.xiyou.edu.cn
2018-09-04 02:56:37: [+] ÓÑÁ´ÅÀĞĞ : http://www.sdll.cn
2018-09-04 02:56:37: [+] ÓÑÁ´ÅÀĞĞ : http://gms.lzu.edu.cn
2018-09-04 02:56:37: [+] ÍøÖ·Ğ´Èë : https://freshman.ysu.edu.cn
2018-09-04 02:56:37: [+] ÓÑÁ´ÅÀĞĞ : https://mp.weixin.qq.com
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://www.eskying.com
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://course.sdu.edu.cn
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://www.biem.edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://lib.jit.edu.cn
2018-09-04 02:56:38: [+] ÍøÖ·Ğ´Èë : http://gms.lzu.edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ :  http://gms.lzu.edu.cn
2018-09-04 02:56:38: [-] ÍøÖ·ÅÅ³ı : http://www.eskying.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://www.gsau.edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http:\\www.fmmu.edu.cn
2018-09-04 02:56:38: [*] Òì³£×´Ì¬ : Failed to parse: http:\\www.fmmu.edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://tdllkf.fmmu.edu.cn
2018-09-04 02:56:38: [+] ÍøÖ·Ğ´Èë : http://www.biem.edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://mail.biem.edu.cn
2018-09-04 02:56:38: [+] ÍøÖ·Ğ´Èë : http://jpkc.gdut.edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://open.163.com
2018-09-04 02:56:38: [+] ÍøÖ·Ğ´Èë : http://course.sdu.edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://jspx.sdu.edu.cn
2018-09-04 02:56:38: [+] ÓÑÁ´ÅÀĞĞ : http://seid.sipac.gov.cn
2018-09-04 02:56:38: [+] ÍøÖ·Ğ´Èë :  http://gms.lzu.edu.cn
